Id,ActivityHour,StepTotal,WeekDay
1503960366,2016-04-21 03:00:00,0,Thursday
1503960366,2016-04-21 04:00:00,0,Thursday
1503960366,2016-04-21 05:00:00,0,Thursday
1503960366,2016-04-21 06:00:00,0,Thursday
1503960366,2016-04-21 07:00:00,38,Thursday
1503960366,2016-04-21 08:00:00,245,Thursday
1503960366,2016-04-21 09:00:00,1672,Thursday
1503960366,2016-04-21 10:00:00,255,Thursday
1503960366,2016-04-21 11:00:00,0,Thursday
1503960366,2016-04-21 12:00:00,384,Thursday
1503960366,2016-04-21 13:00:00,1140,Thursday
1503960366,2016-04-21 14:00:00,12,Thursday
1503960366,2016-04-21 15:00:00,213,Thursday
1503960366,2016-04-21 16:00:00,26,Thursday
1503960366,2016-04-21 17:00:00,96,Thursday
1503960366,2016-04-21 18:00:00,213,Thursday
1503960366,2016-04-21 19:00:00,100,Thursday
1503960366,2016-04-21 20:00:00,3541,Thursday
1503960366,2016-04-21 21:00:00,970,Thursday
1503960366,2016-04-21 22:00:00,89,Thursday
1503960366,2016-04-21 23:00:00,598,Thursday
1503960366,2016-04-22 00:00:00,0,Friday
1503960366,2016-04-22 01:00:00,0,Friday
1503960366,2016-04-22 02:00:00,0,Friday
1503960366,2016-04-22 03:00:00,0,Friday
1503960366,2016-04-22 04:00:00,0,Friday
1503960366,2016-04-22 05:00:00,0,Friday
1503960366,2016-04-22 06:00:00,0,Friday
1503960366,2016-04-22 07:00:00,0,Friday
1503960366,2016-04-22 08:00:00,0,Friday
1503960366,2016-04-22 09:00:00,192,Friday
1503960366,2016-04-22 10:00:00,29,Friday
1503960366,2016-04-22 11:00:00,958,Friday
1503960366,2016-04-22 12:00:00,38,Friday
1503960366,2016-04-22 13:00:00,118,Friday
1503960366,2016-04-22 14:00:00,0,Friday
1503960366,2016-04-22 15:00:00,180,Friday
1503960366,2016-04-22 16:00:00,22,Friday
1503960366,2016-04-22 17:00:00,1041,Friday
1503960366,2016-04-22 18:00:00,514,Friday
1503960366,2016-04-22 19:00:00,629,Friday
1503960366,2016-04-22 20:00:00,329,Friday
1503960366,2016-04-22 21:00:00,5934,Friday
1503960366,2016-04-22 22:00:00,855,Friday
1503960366,2016-04-22 23:00:00,1925,Friday
1503960366,2016-04-23 00:00:00,182,Saturday
1503960366,2016-04-23 01:00:00,0,Saturday
1503960366,2016-04-23 02:00:00,11,Saturday
1503960366,2016-04-23 03:00:00,0,Saturday
1503960366,2016-04-23 04:00:00,0,Saturday
1503960366,2016-04-23 05:00:00,0,Saturday
1503960366,2016-04-23 06:00:00,12,Saturday
1503960366,2016-04-23 07:00:00,0,Saturday
1503960366,2016-04-23 08:00:00,127,Saturday
1503960366,2016-04-23 09:00:00,285,Saturday
1503960366,2016-04-23 10:00:00,49,Saturday
1503960366,2016-04-23 11:00:00,703,Saturday
1503960366,2016-04-23 12:00:00,1597,Saturday
1503960366,2016-04-23 13:00:00,1453,Saturday
1503960366,2016-04-23 14:00:00,202,Saturday
1503960366,2016-04-23 15:00:00,158,Saturday
1503960366,2016-04-23 16:00:00,2008,Saturday
1503960366,2016-04-23 17:00:00,1472,Saturday
1503960366,2016-04-23 18:00:00,2569,Saturday
1503960366,2016-04-23 19:00:00,29,Saturday
1503960366,2016-04-23 20:00:00,142,Saturday
1503960366,2016-04-23 21:00:00,2432,Saturday
1503960366,2016-04-23 22:00:00,709,Saturday
1503960366,2016-04-23 23:00:00,231,Saturday
1503960366,2016-04-24 00:00:00,141,Sunday
1503960366,2016-04-24 01:00:00,42,Sunday
1503960366,2016-04-24 02:00:00,0,Sunday
1503960366,2016-04-24 03:00:00,0,Sunday
1503960366,2016-04-24 04:00:00,8,Sunday
1503960366,2016-04-24 05:00:00,0,Sunday
1503960366,2016-04-24 06:00:00,7,Sunday
1503960366,2016-04-24 07:00:00,0,Sunday
1503960366,2016-04-24 08:00:00,8,Sunday
1503960366,2016-04-24 09:00:00,76,Sunday
1503960366,2016-04-24 10:00:00,492,Sunday
1503960366,2016-04-24 11:00:00,149,Sunday
1503960366,2016-04-24 12:00:00,548,Sunday
1503960366,2016-04-24 13:00:00,394,Sunday
1503960366,2016-04-24 14:00:00,26,Sunday
1503960366,2016-04-24 15:00:00,27,Sunday
1503960366,2016-04-24 16:00:00,885,Sunday
1503960366,2016-04-24 17:00:00,411,Sunday
1503960366,2016-04-24 18:00:00,911,Sunday
1503960366,2016-04-24 19:00:00,4871,Sunday
1503960366,2016-04-24 20:00:00,342,Sunday
1503960366,2016-04-24 21:00:00,244,Sunday
1503960366,2016-04-24 22:00:00,66,Sunday
1503960366,2016-04-24 23:00:00,391,Sunday
1503960366,2016-04-25 00:00:00,95,Monday
1503960366,2016-04-25 01:00:00,22,Monday
1503960366,2016-04-25 02:00:00,97,Monday
1503960366,2016-04-25 03:00:00,0,Monday
1503960366,2016-04-25 04:00:00,25,Monday
1503960366,2016-04-25 05:00:00,4,Monday
1503960366,2016-04-25 06:00:00,0,Monday
1503960366,2016-04-25 07:00:00,44,Monday
1503960366,2016-04-25 08:00:00,426,Monday
1503960366,2016-04-25 09:00:00,2041,Monday
1503960366,2016-04-25 10:00:00,258,Monday
1503960366,2016-04-25 11:00:00,1468,Monday
1503960366,2016-04-25 12:00:00,707,Monday
1503960366,2016-04-25 13:00:00,299,Monday
1503960366,2016-04-25 14:00:00,94,Monday
1503960366,2016-04-25 15:00:00,359,Monday
1503960366,2016-04-25 16:00:00,263,Monday
1503960366,2016-04-25 17:00:00,188,Monday
1503960366,2016-04-25 18:00:00,116,Monday
1503960366,2016-04-25 19:00:00,2815,Monday
1503960366,2016-04-25 20:00:00,895,Monday
1503960366,2016-04-25 21:00:00,4895,Monday
1503960366,2016-04-25 22:00:00,188,Monday
1503960366,2016-04-25 23:00:00,56,Monday
1503960366,2016-04-26 00:00:00,101,Tuesday
1503960366,2016-04-26 01:00:00,178,Tuesday
1503960366,2016-04-26 02:00:00,0,Tuesday
1503960366,2016-04-26 03:00:00,145,Tuesday
1503960366,2016-04-26 04:00:00,0,Tuesday
1503960366,2016-04-26 05:00:00,7,Tuesday
1503960366,2016-04-26 06:00:00,0,Tuesday
1503960366,2016-04-26 07:00:00,28,Tuesday
1503960366,2016-04-26 08:00:00,173,Tuesday
1503960366,2016-04-26 09:00:00,1826,Tuesday
1503960366,2016-04-26 10:00:00,666,Tuesday
1503960366,2016-04-26 11:00:00,266,Tuesday
1503960366,2016-04-26 12:00:00,415,Tuesday
1503960366,2016-04-26 13:00:00,1571,Tuesday
1503960366,2016-04-26 14:00:00,1998,Tuesday
1503960366,2016-04-26 15:00:00,323,Tuesday
1503960366,2016-04-26 16:00:00,697,Tuesday
1503960366,2016-04-26 17:00:00,143,Tuesday
1503960366,2016-04-26 18:00:00,2513,Tuesday
1503960366,2016-04-26 19:00:00,148,Tuesday
1503960366,2016-04-26 20:00:00,1649,Tuesday
1503960366,2016-04-26 21:00:00,450,Tuesday
1503960366,2016-04-26 22:00:00,148,Tuesday
1503960366,2016-04-26 23:00:00,310,Tuesday
1503960366,2016-04-27 00:00:00,277,Wednesday
1503960366,2016-04-27 01:00:00,60,Wednesday
1503960366,2016-04-27 02:00:00,17,Wednesday
1503960366,2016-04-27 03:00:00,0,Wednesday
1503960366,2016-04-27 04:00:00,0,Wednesday
1503960366,2016-04-27 05:00:00,0,Wednesday
1503960366,2016-04-27 06:00:00,0,Wednesday
1503960366,2016-04-27 07:00:00,0,Wednesday
1503960366,2016-04-27 08:00:00,0,Wednesday
1503960366,2016-04-27 09:00:00,1916,Wednesday
1503960366,2016-04-27 10:00:00,502,Wednesday
1503960366,2016-04-27 11:00:00,797,Wednesday
1503960366,2016-04-27 12:00:00,701,Wednesday
1503960366,2016-04-27 13:00:00,319,Wednesday
1503960366,2016-04-27 14:00:00,1932,Wednesday
1503960366,2016-04-27 15:00:00,59,Wednesday
1503960366,2016-04-27 16:00:00,98,Wednesday
1503960366,2016-04-27 17:00:00,261,Wednesday
1503960366,2016-04-27 18:00:00,2714,Wednesday
1503960366,2016-04-27 19:00:00,5786,Wednesday
1503960366,2016-04-27 20:00:00,2420,Wednesday
1503960366,2016-04-27 21:00:00,266,Wednesday
1503960366,2016-04-27 22:00:00,0,Wednesday
1503960366,2016-04-27 23:00:00,0,Wednesday
1503960366,2016-04-28 00:00:00,0,Thursday
1503960366,2016-04-28 01:00:00,127,Thursday
1503960366,2016-04-28 02:00:00,0,Thursday
1503960366,2016-04-28 03:00:00,0,Thursday
1503960366,2016-04-28 04:00:00,0,Thursday
1503960366,2016-04-28 05:00:00,0,Thursday
1503960366,2016-04-28 06:00:00,0,Thursday
1503960366,2016-04-28 07:00:00,14,Thursday
1503960366,2016-04-28 08:00:00,128,Thursday
1503960366,2016-04-28 09:00:00,1192,Thursday
1503960366,2016-04-28 10:00:00,987,Thursday
1503960366,2016-04-28 11:00:00,288,Thursday
1503960366,2016-04-28 12:00:00,317,Thursday
1503960366,2016-04-28 13:00:00,1144,Thursday
1503960366,2016-04-28 14:00:00,1512,Thursday
1503960366,2016-04-28 15:00:00,115,Thursday
1503960366,2016-04-28 16:00:00,554,Thursday
1503960366,2016-04-28 17:00:00,235,Thursday
1503960366,2016-04-28 18:00:00,1829,Thursday
1503960366,2016-04-28 19:00:00,13,Thursday
1503960366,2016-04-28 20:00:00,2122,Thursday
1503960366,2016-04-28 21:00:00,986,Thursday
1503960366,2016-04-28 22:00:00,16,Thursday
1503960366,2016-04-28 23:00:00,1512,Thursday
1503960366,2016-04-29 00:00:00,202,Friday
1503960366,2016-04-29 01:00:00,0,Friday
1503960366,2016-04-29 02:00:00,71,Friday
1503960366,2016-04-29 03:00:00,0,Friday
1503960366,2016-04-29 04:00:00,0,Friday
1503960366,2016-04-29 05:00:00,0,Friday
1503960366,2016-04-29 06:00:00,0,Friday
1503960366,2016-04-29 07:00:00,27,Friday
1503960366,2016-04-29 08:00:00,201,Friday
1503960366,2016-04-29 09:00:00,1820,Friday
1503960366,2016-04-29 10:00:00,44,Friday
1503960366,2016-04-29 11:00:00,104,Friday
1503960366,2016-04-29 12:00:00,214,Friday
1503960366,2016-04-29 13:00:00,41,Friday
1503960366,2016-04-29 14:00:00,1711,Friday
1503960366,2016-04-29 15:00:00,1076,Friday
1503960366,2016-04-29 16:00:00,285,Friday
1503960366,2016-04-29 17:00:00,380,Friday
1503960366,2016-04-29 18:00:00,118,Friday
1503960366,2016-04-29 19:00:00,267,Friday
1503960366,2016-04-29 20:00:00,386,Friday
1503960366,2016-04-29 21:00:00,1366,Friday
1503960366,2016-04-29 22:00:00,1111,Friday
1503960366,2016-04-29 23:00:00,1757,Friday
1503960366,2016-04-30 00:00:00,19,Saturday
1503960366,2016-04-30 01:00:00,65,Saturday
1503960366,2016-04-30 02:00:00,0,Saturday
1503960366,2016-04-30 03:00:00,6,Saturday
1503960366,2016-04-30 04:00:00,0,Saturday
1503960366,2016-04-30 05:00:00,0,Saturday
1503960366,2016-04-30 06:00:00,0,Saturday
1503960366,2016-04-30 07:00:00,0,Saturday
1503960366,2016-04-30 08:00:00,60,Saturday
1503960366,2016-04-30 09:00:00,148,Saturday
1503960366,2016-04-30 10:00:00,239,Saturday
1503960366,2016-04-30 11:00:00,127,Saturday
1503960366,2016-04-30 12:00:00,92,Saturday
1503960366,2016-04-30 13:00:00,141,Saturday
1503960366,2016-04-30 14:00:00,520,Saturday
1503960366,2016-04-30 15:00:00,993,Saturday
1503960366,2016-04-30 16:00:00,3388,Saturday
1503960366,2016-04-30 17:00:00,2176,Saturday
1503960366,2016-04-30 18:00:00,2319,Saturday
1503960366,2016-04-30 19:00:00,92,Saturday
1503960366,2016-04-30 20:00:00,117,Saturday
1503960366,2016-04-30 21:00:00,840,Saturday
1503960366,2016-04-30 22:00:00,2139,Saturday
1503960366,2016-04-30 23:00:00,1192,Saturday
1503960366,2016-05-01 00:00:00,247,Sunday
1503960366,2016-05-01 01:00:00,59,Sunday
1503960366,2016-05-01 02:00:00,36,Sunday
1503960366,2016-05-01 03:00:00,4,Sunday
1503960366,2016-05-01 04:00:00,0,Sunday
1503960366,2016-05-01 05:00:00,0,Sunday
1503960366,2016-05-01 06:00:00,0,Sunday
1503960366,2016-05-01 07:00:00,41,Sunday
1503960366,2016-05-01 08:00:00,94,Sunday
1503960366,2016-05-01 09:00:00,198,Sunday
1503960366,2016-05-01 10:00:00,146,Sunday
1503960366,2016-05-01 11:00:00,103,Sunday
1503960366,2016-05-01 12:00:00,130,Sunday
1503960366,2016-05-01 13:00:00,85,Sunday
1503960366,2016-05-01 14:00:00,540,Sunday
1503960366,2016-05-01 15:00:00,294,Sunday
1503960366,2016-05-01 16:00:00,823,Sunday
1503960366,2016-05-01 17:00:00,1053,Sunday
1503960366,2016-05-01 18:00:00,2007,Sunday
1503960366,2016-05-01 19:00:00,177,Sunday
1503960366,2016-05-01 20:00:00,93,Sunday
1503960366,2016-05-01 21:00:00,363,Sunday
1503960366,2016-05-01 22:00:00,1552,Sunday
1503960366,2016-05-01 23:00:00,2557,Sunday
1503960366,2016-05-02 00:00:00,0,Monday
1503960366,2016-05-02 01:00:00,119,Monday
1503960366,2016-05-02 02:00:00,0,Monday
1503960366,2016-05-02 03:00:00,21,Monday
1503960366,2016-05-02 04:00:00,0,Monday
1503960366,2016-05-02 05:00:00,0,Monday
1503960366,2016-05-02 06:00:00,0,Monday
1503960366,2016-05-02 07:00:00,28,Monday
1503960366,2016-05-02 08:00:00,245,Monday
1503960366,2016-05-02 09:00:00,1690,Monday
1503960366,2016-05-02 10:00:00,369,Monday
1503960366,2016-05-02 11:00:00,384,Monday
1503960366,2016-05-02 12:00:00,2116,Monday
1503960366,2016-05-02 13:00:00,1064,Monday
1503960366,2016-05-02 14:00:00,355,Monday
1503960366,2016-05-02 15:00:00,418,Monday
1503960366,2016-05-02 16:00:00,420,Monday
1503960366,2016-05-02 17:00:00,340,Monday
1503960366,2016-05-02 18:00:00,227,Monday
1503960366,2016-05-02 19:00:00,235,Monday
1503960366,2016-05-02 20:00:00,3903,Monday
1503960366,2016-05-02 21:00:00,1427,Monday
1503960366,2016-05-02 22:00:00,945,Monday
1503960366,2016-05-02 23:00:00,404,Monday
1503960366,2016-05-03 00:00:00,55,Tuesday
1503960366,2016-05-03 01:00:00,79,Tuesday
1503960366,2016-05-03 02:00:00,20,Tuesday
1503960366,2016-05-03 03:00:00,110,Tuesday
1503960366,2016-05-03 04:00:00,0,Tuesday
1503960366,2016-05-03 05:00:00,0,Tuesday
1503960366,2016-05-03 06:00:00,16,Tuesday
1503960366,2016-05-03 07:00:00,23,Tuesday
1503960366,2016-05-03 08:00:00,158,Tuesday
1503960366,2016-05-03 09:00:00,1391,Tuesday
1503960366,2016-05-03 10:00:00,955,Tuesday
1503960366,2016-05-03 11:00:00,297,Tuesday
1503960366,2016-05-03 12:00:00,396,Tuesday
1503960366,2016-05-03 13:00:00,309,Tuesday
1503960366,2016-05-03 14:00:00,384,Tuesday
1503960366,2016-05-03 15:00:00,1719,Tuesday
1503960366,2016-05-03 16:00:00,870,Tuesday
1503960366,2016-05-03 17:00:00,690,Tuesday
1503960366,2016-05-03 18:00:00,3119,Tuesday
1503960366,2016-05-03 19:00:00,140,Tuesday
1503960366,2016-05-03 20:00:00,6,Tuesday
1503960366,2016-05-03 21:00:00,1333,Tuesday
1503960366,2016-05-03 22:00:00,2549,Tuesday
1503960366,2016-05-03 23:00:00,484,Tuesday
1503960366,2016-05-04 00:00:00,400,Wednesday
1503960366,2016-05-04 01:00:00,18,Wednesday
1503960366,2016-05-04 02:00:00,0,Wednesday
1503960366,2016-05-04 03:00:00,0,Wednesday
1503960366,2016-05-04 04:00:00,0,Wednesday
1503960366,2016-05-04 05:00:00,0,Wednesday
1503960366,2016-05-04 06:00:00,0,Wednesday
1503960366,2016-05-04 07:00:00,0,Wednesday
1503960366,2016-05-04 08:00:00,68,Wednesday
1503960366,2016-05-04 09:00:00,1470,Wednesday
1503960366,2016-05-04 10:00:00,598,Wednesday
1503960366,2016-05-04 11:00:00,194,Wednesday
1503960366,2016-05-04 12:00:00,366,Wednesday
1503960366,2016-05-04 13:00:00,318,Wednesday
1503960366,2016-05-04 14:00:00,2284,Wednesday
1503960366,2016-05-04 15:00:00,138,Wednesday
1503960366,2016-05-04 16:00:00,144,Wednesday
1503960366,2016-05-04 17:00:00,341,Wednesday
1503960366,2016-05-04 18:00:00,2041,Wednesday
1503960366,2016-05-04 19:00:00,205,Wednesday
1503960366,2016-05-04 20:00:00,1316,Wednesday
1503960366,2016-05-04 21:00:00,1106,Wednesday
1503960366,2016-05-04 22:00:00,93,Wednesday
1503960366,2016-05-04 23:00:00,0,Wednesday
